1234	1	4	3	TRIAL2	11	4000	2500	500	3	C1	7	A3	8	B3	D	U	U	D	R	L	9	C3	5	B2	4	A2	8	B3	7	A3	1	A1	0	0	0	0	2022	9	19	15	30	36
1234	1	4	3	TRIAL2	12	4000	2500	500	5	B2	1	A1	6	C2	R	R	D	U	D	L	3	C1	5	B2	8	B3	2	B1	8	B3	7	A3	0	0	0	0	2022	9	19	15	31	15
1234	1	4	3	TRIAL2	13	4000	2500	500	3	C1	5	B2	7	A3	D	R	U	L	D	U	5	B2	9	C3	1	A1	5	B2	8	B3	2	B1	1	0	0	0	2022	9	19	15	31	52
1234	1	4	3	TRIAL2	14	4000	2500	500	4	A2	8	B3	9	C3	R	R	U	U	U	U	2	B1	6	C2	3	C1	2	B1	3	C1	6	C2	1	0	0	0	2022	9	19	15	32	30
1234	1	4	3	TRIAL2	15	4000	2500	500	5	B2	3	C1	7	A3	U	D	R	L	L	R	1	A1	5	B2	9	C3	4	A2	5	B2	7	A3	0	1	0	0	2022	9	19	15	33	7
1234	1	4	1	PRACT	1	4000	2500	500	4	A2	5	B2	3	C1	R	U	D	D	L	D	8	B3	1	A1	9	C3	4	A2	8	B3	6	C2	0	0	0	0	2022	9	19	16	29	16
1234	1	4	1	PRACT	2	4000	2500	500	7	A3	1	A1	6	C2	U	R	L	R	D	U	5	B2	5	B2	2	B1	8	B3	2	B1	5	B2	0	0	0	0	2022	9	19	16	29	57
1234	1	4	1	PRACT	3	4000	2500	500	9	C3	4	A2	7	A3	U	R	U	U	U	R	3	C1	2	B1	5	B2	2	B1	2	B1	6	C2	0	1	0	0	2022	9	19	16	30	36
1234	1	4	1	PRACT	4	4000	2500	500	2	B1	7	A3	8	B3	D	R	R	L	L	U	4	A2	7	A3	6	C2	7	A3	4	A2	2	B1	0	0	0	0	2022	9	19	16	31	14
1234	1	4	1	PRACT	5	4000	2500	500	3	C1	4	A2	8	B3	D	R	U	D	U	R	9	C3	2	B1	6	C2	8	B3	2	B1	9	C3	0	1	0	0	2022	9	19	16	31	51
1234	1	4	2	TRIAL1	6	4000	2500	500	8	B3	1	A1	7	A3	U	D	R	R	R	R	6	C2	5	B2	9	C3	8	B3	3	C1	9	C3	0	0	1	0	2022	9	19	16	32	29
1234	1	4	2	TRIAL1	7	4000	2500	500	4	A2	2	B1	9	C3	D	L	U	R	D	U	8	B3	4	A2	3	C1	4	A2	7	A3	9	C3	0	0	0	0	2022	9	19	16	33	6
1234	1	4	2	TRIAL1	8	4000	2500	500	9	C3	1	A1	2	B1	L	R	D	L	D	R	7	A3	5	B2	6	C2	7	A3	8	B3	7	A3	1	0	0	0	2022	9	19	16	33	52
1234	1	4	2	TRIAL1	9	4000	2500	500	5	B2	7	A3	6	C2	U	R	D	R	U	L	3	C1	5	B2	8	B3	5	B2	2	B1	8	B3	0	0	1	0	2022	9	19	16	34	30
1234	1	4	2	TRIAL1	10	4000	2500	500	4	A2	9	C3	2	B1	U	U	L	R	L	D	2	B1	5	B2	4	A2	5	B2	5	B2	5	B2	0	1	0	0	2022	9	19	16	35	8
1234	1	4	3	TRIAL2	11	4000	2500	500	3	C1	7	A3	8	B3	D	U	U	D	R	L	9	C3	5	B2	4	A2	2	B1	8	B3	4	A2	0	0	1	0	2022	9	19	16	35	45
1234	1	4	3	TRIAL2	12	4000	2500	500	5	B2	1	A1	6	C2	R	R	D	U	D	L	3	C1	5	B2	8	B3	2	B1	5	B2	7	A3	0	1	0	0	2022	9	19	16	36	24
1234	1	4	3	TRIAL2	13	4000	2500	500	3	C1	5	B2	7	A3	D	R	U	L	D	U	5	B2	9	C3	1	A1	8	B3	8	B3	2	B1	0	0	0	0	2022	9	19	16	37	1
1234	1	4	3	TRIAL2	14	4000	2500	500	4	A2	8	B3	9	C3	R	R	U	U	U	U	2	B1	6	C2	3	C1	2	B1	3	C1	5	B2	1	0	0	0	2022	9	19	16	37	38
1234	1	4	3	TRIAL2	15	4000	2500	500	5	B2	3	C1	7	A3	U	D	R	L	L	R	1	A1	5	B2	9	C3	2	B1	2	B1	7	A3	0	0	0	0	2022	9	19	16	38	16
1234	1	4	1	PRACT	1	4000	2500	500	4	A2	5	B2	3	C1	R	U	D	D	L	D	8	B3	1	A1	9	C3	8	B3	1	A1	9	C3	1	1	1	1	2023	1	18	10	56	21
1234	1	4	1	PRACT	2	4000	2500	500	7	A3	1	A1	6	C2	U	R	L	R	D	U	5	B2	5	B2	2	B1	5	B2	5	B2	2	B1	1	1	1	1	2023	1	18	10	56	58
1234	1	4	1	PRACT	3	4000	2500	500	9	C3	4	A2	7	A3	U	R	U	U	U	R	3	C1	2	B1	5	B2	3	C1	2	B1	6	C2	1	1	0	0	2023	1	18	10	57	39
1234	1	4	1	PRACT	4	4000	2500	500	2	B1	7	A3	8	B3	D	R	R	L	L	U	4	A2	7	A3	6	C2	4	A2	8	B3	6	C2	1	0	1	0	2023	1	18	10	58	17
1234	1	4	1	PRACT	5	4000	2500	500	3	C1	4	A2	8	B3	D	R	U	D	U	R	9	C3	2	B1	6	C2	3	C1	5	B2	6	C2	0	0	1	0	2023	1	18	10	58	55
1234	1	4	2	TRIAL1	6	4000	2500	500	8	B3	1	A1	7	A3	U	D	R	R	R	R	6	C2	5	B2	9	C3	6	C2	5	B2	9	C3	1	1	1	1	2023	1	18	10	59	31
1234	1	4	2	TRIAL1	7	4000	2500	500	4	A2	2	B1	9	C3	D	L	U	R	D	U	8	B3	4	A2	3	C1	8	B3	4	A2	6	C2	1	1	0	0	2023	1	18	11	0	7
1234	1	4	2	TRIAL1	8	4000	2500	500	9	C3	1	A1	2	B1	L	R	D	L	D	R	7	A3	5	B2	6	C2	7	A3	6	C2	5	B2	1	0	0	0	2023	1	18	11	0	41
1234	1	4	2	TRIAL1	9	4000	2500	500	5	B2	7	A3	6	C2	U	R	D	R	U	L	3	C1	5	B2	8	B3	3	C1	5	B2	8	B3	1	1	1	1	2023	1	18	11	1	16
1234	1	4	2	TRIAL1	10	4000	2500	500	4	A2	9	C3	2	B1	U	U	L	R	L	D	2	B1	5	B2	4	A2	2	B1	5	B2	4	A2	1	1	1	1	2023	1	18	11	1	50
1234	1	4	3	TRIAL2	11	4000	2500	500	3	C1	7	A3	8	B3	D	U	U	D	R	L	9	C3	5	B2	4	A2	9	C3	4	A2	4	A2	1	0	1	0	2023	1	18	11	2	32
1234	1	4	3	TRIAL2	12	4000	2500	500	5	B2	1	A1	6	C2	R	R	D	U	D	L	3	C1	5	B2	8	B3	3	C1	5	B2	8	B3	1	1	1	1	2023	1	18	11	3	7
1234	1	4	3	TRIAL2	13	4000	2500	500	3	C1	5	B2	7	A3	D	R	U	L	D	U	5	B2	9	C3	1	A1	5	B2	9	C3	2	B1	1	1	0	0	2023	1	18	11	3	41
1234	1	4	3	TRIAL2	14	4000	2500	500	4	A2	8	B3	9	C3	R	R	U	U	U	U	2	B1	6	C2	3	C1	2	B1	6	C2	3	C1	1	1	1	1	2023	1	18	11	4	15
1234	1	4	3	TRIAL2	15	4000	2500	500	5	B2	3	C1	7	A3	U	D	R	L	L	R	1	A1	5	B2	9	C3	1	A1	5	B2	9	C3	1	1	1	1	2023	1	18	11	4	49
